OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,PlanningAuthority,DataUpdate
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,17-AP-0713,, 19 Camberwell Church Street  SE5 8TR,,OSGB3,532694.08999999997,176743.88,0.01,Unknown ownership,yes,Permissioned,full planning permis,2017-04-26,,,3,"Construction of a two-storey rear extension (basement to ground-floor mezzanine level) to facilitate access and change of use of upper floors (first, second and third) from a library (Class D1) to 3no",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/2972,,38 Stapleton Hall Road London N4 3QD,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284419,ETRS89,-0.113467,51.571533000000002,0.01,Not owned by a public authority,yes,Permissioned,full planning permis,2016-01-28,,,1,"Proposals for a new-build two storey ground floor and semi-basement lower ground floor ""Upside Down"" House.",,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2006/1818,,Site Rear of 44 The Broadway Crouch End London N8 London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=141571,ETRS89,-0.123198,51.579386999999997,0.01,Not owned by a public authority,yes,Permissioned,full planning permis,2006-11-07,,,1,Demolition of existing garages and erection of 1 x 2 storey two bedroom house with parking space.,,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,14-AP-4406,, Land Adj. 1 Henslowe Road  SE22 0AP,,OSGB3,534436.68999999994,174828.20000000001,0.01,Unknown ownership,yes,Permissioned,full planning permis,2015-02-27,,,1,"ERECTION OF A TWO-STOREY SIDE EXTENSION, WITH ASSOCIATED FRONT BAY WINDOW, TO CREATE 1 X ONE BEDROOM SELF-CONTAINED RESIDENTIAL DWELLING; IN CONJUNCTION WITH THE ERECTION OF A GARAGE AT THE REAR OF SI",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2011/0141,,Land To The Rear Of 100 Wightman Road London N4 1RN London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=228736,ETRS89,-0.104614,51.57985,0.01,Not owned by a public authority,yes,Permissioned,full planning permis,2011-03-22,,,1,Demolition of existing garage and erection of 1 x basement level and two storey one bedroom house.,,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,14-AP-4782,,Part Of Ground Floor 154 Gordon Road  SE15 3RP,,OSGB3,534907.51000000001,175833.20999999999,0.01,Unknown ownership,yes,Permissioned,planning permission ,2015-02-16,,,1,Change of use from use class B1(a) offices to a 2 bedroom flat (use class C3),,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/1975,,Rear of 2 Birchington Road (in Coleridge Road) London N8 8HR,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282908,ETRS89,-0.127831,51.577812000000002,0.01,Not owned by a public authority,yes,Permissioned,full planning permis,2015-10-02,,,1,"Demolition of the existing, derelict double garages and the construction of a three bedroom double-storey house with one storey being on the lower ground floor.",,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,17-AP-2473,, 64 Worlingham Road  SE22 9HD,,OSGB3,534060.69999999995,175116.70000000001,0.01,Unknown ownership,yes,Permissioned,full planning permis,2017-08-25,,,1,"New two-bedroom dwelling house on ground, first and second floors
located between No's 64 and 66 Worlingham Road.",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-3069,, Gatcombe House East Dulwich Estate Pytchley Road  SE22 8BU,,OSGB3,533426.04000000004,175582.95999999999,0.01,Unknown ownership,yes,Permissioned,full planning permis,2016-09-15,,,1,"Conversion of existing drying room in loft space to create 1no. self-contained studio flat and replacement of
existing single-glazed, timber-framed windows with double-glazed uPVC windows.",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/doc/london-borough-council/westminster,Westminster City Council,17/06677/FULL,,"Esca House32 Palace CourtLondonW2 4HZ",https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=17/06677/FULL,OSGB36,525557.34422136296,180747.04700853399,0.0089243471000000005,Unknown ownership,,Pending decision,,,,,28,"Variation of Condition 1 of planning permission dated 19 January 2016 (RN: 15/05691/FULL) for the demolition of Esca House, 34 Palace Court and demolition behind the retained facade of 1-4 Chapel Side",,,0,0,,,5-15 House Supply,2017-11-30,2017-11-30,Westminster,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-3971,, 16 Melbourne Grove  SE22 8QZ,,OSGB3,533485.19999999995,175233.26000000001,0.01,Unknown ownership,yes,Permissioned,full planning permis,2016-11-18,,,1,Construction of a rear dormer extension to provide a studio flat.,,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/barking-and-dagenham,Barking and Dagenham,LBBD14,,56 Longbridge ,https://maps.london.gov.uk/brownfield-site-register,OSGB36,0.083140000000000006,51.540495999999997,0.01,Not owned by a public authority,,Permissioned,,,,,8,,,,,,,,,2017-12-31,2017-12-31,Barking and Dagenham,2018
http://opendatacommunities.org/doc/london-borough-council/westminster,Westminster City Council,15/06445/FULL,,"32 Buckingham Palace Road, London, SW1W 0RE",https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=15/06445/FULL,OSGB36,528884.37785083498,179232.91439902899,0.0090372449999999993,Unknown ownership,yes,Permissioned,full planning permis,2016-04-21,http://idoxpa.westminster.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NRKQSMRP0C400,,22,"Construction of mansard roof extension at fourth floor level and use of first, second, third and new fourth floor to provide 23 intermediate affordable housing units (Class C3). Use of the ground and ",,,0,0,,http://idoxpa.westminster.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NRKQSMRP0C400,5-15 House Supply,2017-11-30,2017-11-30,Westminster,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-2124,, 9b Piermont Road  SE22 0LN,,OSGB3,534540.67000000004,174653.73000000001,0.01,Unknown ownership,yes,Permissioned,full planning permis,2016-08-18,,,1,"Conversion of 4 bedroom flat over first and second floor levels to a 3 bedroom flat at first floor level with new 2
bedroom flat at second floor level and construction of a roof extension with rear d",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-2472,, 5 Riborough Street  SE1 0HF,,OSGB3,531959.80000000005,179987.45999999999,0.01,Unknown ownership,yes,Permissioned,full planning permis,2015-08-12,,,1,ERECTION OF 4TH FLOOR TO CREATE SECOND FLOOR FLAT AND THIRD/FOURTH FLOOR TWO BED MAISONETTE.,,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,17-AP-1878,, 1 Camberwell Station Road  SE5 9JJ,,OSGB3,532331.18000000005,176820.29999999999,0.01,Unknown ownership,yes,Permissioned,full planning permis,2017-07-21,,,2,Change of use of the basement and ground floor from veterinary surgery (Sui Generis) to residential use (C3) to provide 2 x 1 bedroom residential units with associated internal and external alteration,,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-3890,," 1 Bartholomew Street,  SE1 4AJ",,OSGB3,532724.06000000006,179002.64999999999,0.01,Unknown ownership,yes,Permissioned,full planning permis,2015-03-04,,,1,"Demolition of garage and erection of a three storey dwelling and ancillary landscaping, including minor
alterations to the flank wall of 1 Bartholomew Street with the closure of a window-opening.",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR057,,Ryland House 24/24a Ryland Road London NW5 3EH,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.14613799999999999,51.547877,0.01,Unkown ownership,Yes,Permissioned,other,2014-03-10,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/5139/P%20and%20Date%20Validated%20is%,,10,"Conversion of part of the ground floor, and the first and second floors from Class B1(a) offices to Class C3 residential comprising 10 selfcontained flats.",,,,,,,,2018-10-12,2018-10-12,Camden,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-2015,, 137 Peckham Rye  SE15,,OSGB3,534671.05000000005,175442.12,0.01,Unknown ownership,yes,Permissioned,full planning permis,2015-08-19,,,1,CONVERISON OF EXSTING MAISONETTE FLAT INTO TWO SPEARATE ONE BED FLATS,,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2014/0267,,Site adjoining 1 Coningsby Road London N4 1EG,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=271884,ETRS89,-0.10245799999999999,51.575156999999997,0.01,Not owned by a public authority,yes,Permissioned,full planning permis,2014-03-24,,,1,Erection of a two storey two bedroom house,,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC025, ,39 Rosary Gardens SW7 4NQ,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",526234,178588,0.01,Not owned by a public authority,yes,Permissioned,full planning permis,2016-03-14,"https://www.rbkc.gov.uk/PP/16/00243
", ,6,"Change of use of building from Sui Generis to provide six Class C3 residential units, together with associated external alterations including installation of plant.", , ,6,6, ,"https://www.rbkc.gov.uk/PP/16/00243
", ,2017-12-31,2017-12-31,Kensington and Chelsea,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2013/2566,,1A Hewitt Road London N8 0BS,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=271300,ETRS89,-0.105561,51.582414999999997,0.01,Not owned by a public authority,yes,Permissioned,full planning permis,2014-01-29,,,2,Construction of two storey 2 bedroom residential unit with associated outside space on the site of an unused garage,,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,17-AP-2475,, 1 Camberwell Station Road  SE5 9JJ,,OSGB3,532331.20999999996,176820.17000000001,0.01,Unknown ownership,yes,Permissioned,full planning permis,2017-08-31,,,2,"Construction of hip to gable roof extension with rear dormer and two front
roof lights and internal reconfiguration at first and second floor level to
create two flats (1x 2 bed and 1x studio).",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-1786,, 1 Camberwell Station Road  SE5 9JJ,,OSGB3,532331.07999999996,176820.10999999999,0.01,Unknown ownership,yes,Permissioned,full planning permis,2016-06-28,,,2,"Change of use of existing veterinary surgery (Sui Generis) to residential use (C3) to provide three residential
units with associated external alterations.",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2014/0373,,2 Lansdowne Road London N17 9XE London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=272261,ETRS89,-0.065967999999999999,51.598281999999998,0.01,Not owned by a public authority,yes,Permissioned,full planning permis,2017-05-25,,,3,Erection of a block of 3x 2 bedroom flats at the Liston Road Elevation,,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-1327,, 130 Grange Road  SE1 3AL,,OSGB3,533806.18999999994,178955.22,0.01,Unknown ownership,yes,Permissioned,full planning permis,2015-06-26,,,1,"Erection of a single storey second floor extension with a new front entrance to create 1 x 2-bed self-contained
flat",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-4964,, 124 Gipsy Hill  SE19 1PL,,OSGB3,533352.72999999998,171239.19,0.01,Unknown ownership,yes,Permissioned,full planning permis,2016-02-08,,,1,"Second floor rear extension and conversion of first and second floors to provide 2 one bedroom flats;
formation of two front balconies and new windows and doors at first and second floors.",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC022, ,66-70 And 72-74 Notting Hill Gate W11 3HT,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",525295,180480,0.087999999999999995,Not owned by a public authority,yes,Permissioned,full planning permis,2016-01-15,"https://www.rbkc.gov.uk/PP/15/05730
", ,9,Partial demolition  extension and re-facing of buildings at 66-74 Notting Hill Gate to create 19 residential apartments and amalgamation of ground floor units of 70-74 Notting Hill Gate  together with, , ,9,9, ,"https://www.rbkc.gov.uk/PP/15/05730
", ,2017-12-31,2017-12-31,Kensington and Chelsea,2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC028, ,31 Rosary Gardens SW7 4NH,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",526244,178563,0.010999999999999999,Not owned by a public authority,yes,Permissioned,full planning permis,2016-06-09,"https://www.rbkc.gov.uk/PP/16/02218
", ,7,Change of use from sui generis to residential (C3) to provide seven dwellings together with associated external alterations including installation of plant. (17 short term lets to 7 residential), , ,7,7, ,"https://www.rbkc.gov.uk/PP/16/02218
", ,2017-12-31,2017-12-31,Kensington and Chelsea,2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC032, ,29 Rosary Gardens SW7 4NH,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",526247,178558,0.012,Not owned by a public authority,yes,Permissioned,full planning permis,2016-10-27,"https://www.rbkc.gov.uk/PP/16/05791
", ,7,Change of use from sui generis to provide seven Class C3 residential units  together with associated external alterations including installation of plant., , ,7,7, ,"https://www.rbkc.gov.uk/PP/16/05791
", ,2017-12-31,2017-12-31,Kensington and Chelsea,2018
