OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Uni_ID,Settlement,Parish,SHLAA2018_Suitable,SHLAA2018_Available,SHLAA2018_Achievable,SHLAA2018_Timescale,SHLAA2018_Capacity,Latest_MostRelevantResidentialApplication,Total_ha,BF_ha,CoordinateReferenceSystem_WGS84,GeoX_WGS84,GeoY_WGS84,CoordinateReferenceSystem_ETRS89,GeoX_ETRS89,GeoY_ETRS89
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,1116,,"""Old Coal Yard, Northumberland Road, Tweedmouth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,399668,651953,2.77,not owned by a public authority,,not permissioned,,2012-11-28,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=LPCKBWQS04P00,,64,"Former site of Tweedmouth goods yard, underused and currently largely vacant - previous permission lapsed without implementation. Site offers opportunity for extensive redevelopment of railway land, adjacent to ECML, and yield considered to reflect urban location",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Application for residential development of 71 homes permitted but has now lapsed - 11/02030/OUT. Subsequent reserved matters application relating to this withdrawn - 15/01307/REM,2016-06-30,2017-12-17,24,Tweedmouth,Berwick CP,Suitable,Available,Achievable,6-10 Years,71,11/02030/OUT,2.77,2.77,WGS84,-2.00685,55.76097,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,1120,,"""Beal Residential Youth Centre, East of A1""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,405405,642038,0.33,unknown ownership,,not permissioned,,,,,5,"Potential redevelopment of existing site, adjacent to A1 although outside settlement limits. A small-scale residential scheme, appropriate for the setting as part of a limited cluster of development, could be suitable",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2016-06-30,2017-12-17,25,Not in a Settlement,Kyloe CP,Suitable,Available,Achievable,6-10 Years,5,,0.33,0.33,WGS84,-1.91561,55.67185,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,1121,,"""Wooler Fire Station, South Road, Wooler""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,399371,627988,0.39,owned by a public authority,,not permissioned,,,,,5,"Fire station site, council owned and identified for potential redevelopment for residential use within existing urban area. Currently in the process of being sold. A small-scale residential development could be provided, as long as constraints to delivery can be overcome and successfully mitigated through an appropriate scheme, particularly with regard to access - identified yield reflects these issues",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2017-12-17,2017-12-17,26,Wooler,Wooler CP,Suitable,Available,Achievable,6-10 Years,5,,0.39,0.39,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,1129x,1129,"""Wooler First School, Ryecroft Way, Wooler (brownfield parcel)""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,398828,628328,0.72,owned by a public authority,,not permissioned,,,,,17,"Existing school site highlighted for potential residential redevelopment. Majority of land brownfield but playing fields to be excluded. Brownfield in part (0.72ha) - indicative yield of around 19 dwellings can be calculated based on methodological approach. NCC-owned but to be surplus and available for redevelopment in due course. For indicative purposes in the BF Register, the original SHLAA site (ref 1129) is split to reflect brownfield and greenfield elements - total area of 1.36ha.",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2017-12-17,2017-12-17,27,Wooler,Wooler CP,Suitable,Available,Achievable,6-10 Years,19,,1.36,0.72,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,1167,,"""The Engine Sheds, Billendean Road, Tweedmouth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,399857,651747,0.92,not owned by a public authority,,not permissioned,,,,,36,"Site of former engine shed at Tweedmouth - buildings still standing but vacant. Potential for redevelopment within existing urban area. Opportunity for redevelopment of former railway land, adjacent to ECML, with the location lending opportunity for relatively high density development",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2016-06-30,2017-12-17,30,Spittal,Berwick CP,Suitable In Part,Available,Achievable In Part,6-10 Years,40,,0.92,0.92,WGS84,-2.00384,55.75912,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,1201,,"""St Aidan's Hotel, St Aidan's, Seahouses""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,421670,632289,0.07,not owned by a public authority,,not permissioned,,2011-11-30,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002YYNTGLI000,,5,"Potential for redevelopment of existing hotel, likely through conversion - previous permission lapsed without commencement. A development of relatively high density would be fitting for a conversion scheme and given the location",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,A number of proposal are relevant to site. Scheme involving the conversion and extension of existing hotel to provide 6 units granted consent but has now lapsed - 11/02747/FUL. This was a renewal of previous consent - 08/B/0541,2016-06-30,2017-12-17,31,Seahouses,North Sunderland CP,Suitable,Available,Achievable,6-10 Years,6,11/02747/FUL,0.07,0.07,WGS84,-1.65779,55.58380,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,1260,,"""How & Black Hall, 77 Marygate, Berwick-upon-Tweed""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,399780,652940,0.04,unknown ownership,yes,not permissioned,,,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00303LTGLI000,,10,Previous permission for 11 units lapsed - but forecast to be delivered within next 5 years. Scheme to involve demolition of workshop and replacement with residential flats,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Scheme for development of 11 flats following clearance lapsed - 12/01670/FUL,2016-06-30,2018-12-31,32,Berwick-upon-Tweed,Berwick CP,Suitable,Available,Achievable,0-5 Years,11,12/01670/FUL,0.04,0.04,WGS84,-2.00506,55.76984,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,1286,,"""Spindlestone Mill Lodge, Waren Mill""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,414904,633432,0.23,not owned by a public authority,,permissioned,full planning permission,2009-12-14,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002QTITGLI000,,5,"Extant permission for 5 units. Despite development having commenced, outstanding yield is not currently considered to be deliverable within the next 5 years - likelihood of development in years 6-10 still considered to remain. Until there is evidence of further progress the site will remain on the BF Register. Highly rural location but offers chance for redevelopment of vacant industrial building through conversion of former mill",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Development for 5 dwellings through to residential flats granted consent - 09/B/0449. Development has technically commenced and permission will remain live but there is no evidence of recent progress.,2016-06-30,2017-12-17,33,Not in a Settlement,Easington CP,Suitable,Available,Achievable,6-10 Years,5,09/B/0449,0.23,0.23,WGS84,-1.76505,55.59432,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,1288,,"""Playhouse Cinema, Sandgate, Berwick-upon-Tweed""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,399856,652684,0.05,unknown ownership,,not permissioned,,2013-08-20,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00301CTGLI000,,18,"Urban infill redevelopment opportunity - previous permission lapsed prior to implementation. Site now vacant following clearance of former cinema and identified yield reflects a relatively high density scheme for apartments, reflecting location. Latest proposal is for development of a hotel",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Latest application involves of a hotel (C1) with associated uses (A3/A4) approved in 2016 - 16/01675/FUL. Previous proposal for redevelopment of site for 20 apartments permitted but lapsed - 10/B/0099.,2016-06-30,2017-12-17,34,Berwick-upon-Tweed,Berwick CP,Suitable,Available,Achievable,6-10 Years,20,10/B/0099,0.05,0.05,WGS84,-2.00386,55.76754,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,1407,,"""Wallace Green (Main Council Offices), Berwick-upon-Tweed""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,399970,653196,0.25,owned by a public authority,,permissioned,other,2017-05-15,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002ZTNTGLI000,,12,"Opportunity for potential redevelopment of existing council buildings. Application received for development of a single dwelling through change of use but further potential may remain. Indicative yield is considered to be appropriate, reflecting conversion for flats/apartments",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Application granted for prior approval for change of use from office building to single residential unit - 17/01046/OFFRES,2016-06-30,2018-12-31,35,Berwick-upon-Tweed,Berwick CP,Suitable,Available,Achievable,6-10 Years,12,17/01046/OFFRES,0.25,0.25,WGS84,-2.00204,55.77214,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,1411,,"""Site 2 - Spittal Point, Sandstell Road, Spittal""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,400516,651854,3.55,unknown ownership,,permissioned,full planning permission,2014-02-18,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=LZJOXWQS04P00,,136,"Extant permission for 136 units. However delivery of this scheme is currently considered uncertain. Potential opportunity for extensive redevelopment of existing industrial and commercial land. No evidence of progress to date or implementation of planning permission - given long planning history, deliverability of site uncertain in immediate future","Extant planning permission includes consent for 323m2  of commercial use, with public open space and public car park",,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,A number of applications relate to site. Application for 136 dwellings and supporting commercial space pending - 12/00512/FUL. Development of 136 units previously consented but yet to be implemented - N/09/B/0317,2016-06-30,2017-12-17,36,Spittal,Berwick CP,Suitable,Available,Achievable,6-10 Years,136,N/09/B/0317,3.55,3.55,WGS84,-1.99334,55.76008,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,1414,,"""Site 5 - Sandstell Road, Dock Road, Spittal""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,400271,651910,1.57,unknown ownership,yes,permissioned,full planning permission,2017-09-25,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002OJQTGLI000,,13,"Permitted site for 13 units - yet to commence but forecast to be delivered within next 5 years. Redevelopment of largely vacant land within urban area, offering an attractive riverside location for new housing",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Full application for scheme of 13 units permitted in September 2017 - 15/03346/FUL,2017-12-17,2018-12-31,37,Spittal,Berwick CP,Suitable in part,Available,Achievable In Part,0-5 Years,13,15/03346/FUL,1.57,1.57,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,1513,,"""Ryecroft Hotel, Ryecroft Way, Wooler""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,399197,628507,0.25,unknown ownership,yes,permissioned,full planning permission,2017-09-26,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002Z2CTGLI000,,10,Permitted site for 10 units - yet to commence but forecast to be delivered within next 5 years. Redevelopment of former hotel into residential units with yield reflecting conversion to flats,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Full application for scheme comprising redevelopment of hotel into apartments and provision of semi-detached mezzanine bungalows for a total of 10 units permitted in September 2017 - 17/02068/FUL. Previous proposal for 12 dwellings refused in November 2015, with appeal subsequently dismissed - 14/03794/FUL",2016-06-30,2018-12-31,38,Wooler,Wooler CP,Suitable,Available,Achievable,0-5 Years,10,17/02068/FUL,0.25,0.25,WGS84,-2.01428,55.55029,,,
