OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,DateUpdate,SiteReferenceAlternate,Easting,Northing
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01675,,"""Quarry Hill Leeds LS2 / York Street, LS1""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01675,ETRS89,-1.5328897,53.798389,2.74,owned by a public authority,yes,permissioned,reserved matters approval,14/05/2018,,,515,"Reserved Matters Application for appearance, scale and landscaping in relation to the Phase 1 development of Blocks E and F for 515 Private Rented Sector units and ancillary accommodation together with Class A3 use and the provision of public realm areas within the Phase 1 area of the Quarry Hill site pursuant to outline planning permission reference 14/06534/OT",,,515,515,,,,11/07/2016,01/02/2019,200_411,430865,433666
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01683,,"""Stanningly Road, LS12 3qs""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01683,ETRS89,-1.5928819,53.799138,0.56,not owned by a public authority,yes,not permissioned,,,,,22,,,,22,22,,,,11/07/2016,01/02/2019,4249_5010,426913,433725
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01686,,"""Hydro Works, Clarence Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01686,ETRS89,-1.5276088,53.788706,1.60,mixed ownership,yes,not permissioned,,,,,105,,,,105,105,,,,11/07/2016,01/02/2019,5212,431220,432591
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01687,,"""Sayner Lane / Clarence Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01687,ETRS89,-1.529059,53.787966,1.43,not owned by a public authority,,not permissioned,,,,,94,,,,94,94,,,,11/07/2016,01/02/2019,5213,431125,432508
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01688,,"""Sayner Lane / Carlisle Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01688,ETRS89,-1.5300256,53.788401,1.37,owned by a public authority,yes,not permissioned,,,,,90,,,,90,90,,,,11/07/2016,01/02/2019,5214,431061,432556
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01695,,"""South Parkway and Brooklands, Seacroft""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01695,ETRS89,-1.4782268,53.814891,1.25,owned by a public authority,yes,not permissioned,,,,,30,,,,30,30,,,,11/07/2016,01/02/2019,2150D,434452,435527
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01698,,"""Thomas Danby College, Roundhay Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01698,ETRS89,-1.5320791,53.809837,4.82,owned by a public authority,,not permissioned,,,,,118,,,,118,118,,,,11/07/2016,01/02/2019,5221,430910,434940
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01699,,"""Former Leeds College of Technology, East Street""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01699,ETRS89,-1.5301211,53.793435,0.17,not owned by a public authority,yes,permissioned,full planning permission,02/12/2014,,,39,"Conversion of former Leeds College of Technology Building to form 39 residential apartments, including partial demolition of South elevation, two-storey rooftop extension and associated external works to form car parking and amenity space",,,39,39,,,,11/07/2016,01/02/2019,4081,431051,433116
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01703,,"""25 Wellington Street, Leeds, LS1 4DL""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01703,ETRS89,-1.5510268,53.796059,0.04,not owned by a public authority,yes,permissioned,determination for permitted development,11/08/2015,,,20,Change of use for the conversion of upper floors from B1 (offices) to 20 C3 dwellings,,,20,20,,,,11/07/2016,01/02/2019,5225,429672,433399
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01704,,"""Land South Of By Pass, Hough End Lane, Bramley, Leeds, LS13 4ET""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01704,ETRS89,-1.6284661,53.801204,0.95,not owned by a public authority,yes,permissioned,outline planning permission,10/08/2015,,,36,"Outline application for residential development, including means of access",,,36,36,,,,11/07/2016,01/02/2019,5226,424568,433942
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01707,,"""88 North Street, Sheepscar, Leeds, LS2 7PN""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01707,ETRS89,-1.5371596,53.80219,0.01,not owned by a public authority,yes,permissioned,full planning permission,03/08/2015,,,11,Change of use and alterations including second and third floor extensions of office to form 11 flats with lower ground parking,,,11,11,,,,11/07/2016,01/02/2019,5229,430581,434087
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01708,,"""143-5 THE HEADROW LS1""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01708,ETRS89,-1.5482887,53.799392,0.03,not owned by a public authority,yes,permissioned,determination for permitted development,18/12/2013,,,15,Change of use of first floor from B1 (office)  to C3 (flats),,,15,15,,,,11/07/2016,01/02/2019,5230,429850,433771
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01709,,"""109 - 113 The Headrow""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01709,ETRS89,-1.545815,53.799293,0.03,not owned by a public authority,yes,permissioned,determination for permitted development,05/09/2013,,,22,Determination for conversion of upper five floors from B1 (offices) to C3 (self contained flats),,,22,22,,,,11/07/2016,01/02/2019,5231,430013,433761
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01710,,"""Rivers House, 21 Park Square South""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01710,ETRS89,-1.5516556,53.798308,0.11,not owned by a public authority,yes,permissioned,determination for permitted development,04/06/2014,,,7,Determination for conversion of B1 (offices) to C3 (dwellings),,,7,7,,,,11/07/2016,01/02/2019,5232,429629,433649
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01713,,"""117 The Headrow""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01713,ETRS89,-1.5461799,53.799249,0.05,not owned by a public authority,yes,permissioned,determination for permitted development,14/05/2014,,,13,"Determination for conversion of first, second, third and fourth floor B1 (offices) to C3 (dwellings)",,,13,13,,,,11/07/2016,01/02/2019,5235,429989,433756
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01716,,"""Block 1, Whingate House, Whingate, Armley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01716,ETRS89,-1.5988405,53.795203,0.38,not owned by a public authority,yes,permissioned,determination for permitted development,27/10/2017,,,15,Change of use of second floor from offices to 11 dwellings,,,15,15,,,,11/07/2016,01/02/2019,5238,426523,433285
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01717,,"""Victoria House, Longfield House, Buckingham House, Headingley Office Park, 8 Victoria Road, Leeds, LS6 1PF""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01717,ETRS89,-1.5680382,53.815931,1.38,not owned by a public authority,yes,permissioned,determination for permitted development,09/01/2015,,,43,"Determination for change of use of Buckingham House, Longfield House and Victoria House (B1 offices) into  Use Class C3 apartments",,,43,43,,,,11/07/2016,01/02/2019,5239,428538,435603
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01317,,"""Forsyth House, 5 South Parade, Leeds, LS1 5qx""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01317,ETRS89,-1.5482601,53.79923,0.04,not owned by a public authority,yes,permissioned,determination for permitted development,21/04/2016,,,21,Change of use of offices (B1) to form 34 flats,,,21,21,,,,11/07/2016,01/02/2019,4190,429852,433753
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01318,,"""Land At Brooksbank Drive, Halton, Leeds, LS15""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01318,ETRS89,-1.4692183,53.797001,0.24,owned by a public authority,yes,permissioned,reserved matters approval,08/09/2014,,,2,"6No. dwellings (3 Terraces houses, 1No. pairs of semi-detached properties (1No. detached dwellings)",,,2,2,,,,11/07/2016,01/02/2019,4191,435060,433541
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01323,,"""Royal Oak, Cross Hills, Kippax, Leeds, LS25""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01323,ETRS89,-1.371465,53.766427,0.23,not owned by a public authority,yes,permissioned,full planning permission,14/08/2013,,,4,Amendment to previous approval 12/03915/FU (Change of use involving alterations and single storey side extension of vacant public house to form 7 flats and erection of detached retail unit with flat above) to include additional block of 4 self contained flats,,,4,4,,,,11/07/2016,01/02/2019,4196,441529,430192
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01324,,"""St Lawrence House, Crawshaw Road, Pudsey, LS28 7ub""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01324,ETRS89,-1.6633662,53.794332,0.24,owned by a public authority,yes,permissioned,full planning permission,11/04/2012,,,1,"Change of use, partial demolition and three storey extension of former nursery to form 11 flats with car parking and associated external works",,,1,1,,,,11/07/2016,01/02/2019,4197,422273,433166
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01491,,"""Development Engineering Services, Ilkley Road, Otley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01491,ETRS89,-1.7071038,53.90294,0.30,not owned by a public authority,yes,permissioned,full planning permission,27/11/2014,,,12,Demolition of former single storey mill buildings and construction of nine dwellings and three flats,,,12,12,,,,11/07/2016,01/02/2019,5181,419342,445237
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01492,,"""22 to 24 New Briggate""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01492,ETRS89,-1.5414856,53.799519,0.02,not owned by a public authority,yes,permissioned,full planning permission,23/12/2014,,,12,Change of use of first to third floor  and creation of fourth and fifth floor forming twelve residential units and new facade to front and rear,,,12,12,,,,11/07/2016,01/02/2019,5182,430298,433788
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01493,,"""Elton Lodge, Newton Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01493,ETRS89,-1.5278357,53.821226,0.35,not owned by a public authority,yes,not permissioned,,,,,9,,,,9,9,,,,11/07/2016,01/02/2019,5183,431181,436209
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01494,,"""42 Park Place, LS1 2RY""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01494,ETRS89,-1.5514836,53.797355,0.01,not owned by a public authority,yes,permissioned,full planning permission,14/10/2014,,,8,Change of use from offices to eight residential units,,,8,8,,,,11/07/2016,01/02/2019,5184,429641,433543
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01495,,"""Former Garage Site, Harley Green""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01495,ETRS89,-1.6462768,53.799289,0.49,owned by a public authority,yes,permissioned,full planning permission,19/12/2014,,,8,"Eight houses, with associated parking and landscaping",,,8,8,,,,11/07/2016,01/02/2019,5185,423396,433723
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01498,,"""13 - 17 Shaw Lane, Meanwood, Leeds, LS6 4DH""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01498,ETRS89,-1.5769001,53.825786,0.29,not owned by a public authority,yes,permissioned,full planning permission,13/01/2015,,,27,Change of use with three storey rear extension of building from 17No. student flats and restaurant to 14No. residential flats,,,27,27,,,,11/07/2016,01/02/2019,5188,427948,436696
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01501,,"""Summerfield Court Residential Home, Britannia Road
Morley, Leeds, LS27 0DN""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01501,ETRS89,-1.6007466,53.736706,0.16,not owned by a public authority,yes,permissioned,full planning permission,19/02/2015,,,7,Change of use and alterations of residential care home to form seven flats; laying out of access and car park,,,7,7,,,,11/07/2016,01/02/2019,5191,426434,426776
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01504,,"""Sunny Bank Mills, Town Street, Farsley, LS28 5UJ""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01504,ETRS89,-1.672182,53.814337,3.18,not owned by a public authority,yes,permissioned,full planning permission,02/04/2015,,,12,"Hybrid application for Outline of new access, new development, woodland management, full application for demolition, change of use to A1, A2, A3, A4, B1a-c, C1, C2, C3, D1 and D2 uses",,,12,12,,,,11/07/2016,01/02/2019,5194,421682,435389
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01505,,"""8 Blenheim Terrace, Woodhouse Lane, Woodhouse, Leeds, LS2 9HZ""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01505,ETRS89,-1.549912,53.806597,0.04,not owned by a public authority,yes,permissioned,full planning permission,23/01/2015,,,2,"Change of use from offices to 6no. flats, including a rear extension and the demolition of outbuilding to rear to form a self-contained new build unit",,,2,2,,,,11/07/2016,01/02/2019,5195,429738,434572
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01507,,"""Criterion Place North""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01507,ETRS89,-1.5453859,53.794051,0.35,owned by a public authority,yes,not permissioned,,,,,210,,,,210,210,,,,11/07/2016,01/02/2019,5196,430045,433178
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01532,,"""Hudson Road, Hudson Mill (Arcadia), Burmantofts""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01532,ETRS89,-1.5135974,53.804595,11.37,not owned by a public authority,,not permissioned,,,,,260,,,,260,260,,,,11/07/2016,01/02/2019,1145A,432131,434365
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01561,,"""Otley Road - Bodington Hall, Lawnswood  LS16""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01561,ETRS89,-1.5887155,53.84481,9.34,not owned by a public authority,yes,not permissioned,,,,,14,,,,14,14,,,,11/07/2016,01/02/2019,1299A,427158,438808
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01563,,"""Main Street and Pitfield Road, Carlton, Wakefield""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01563,ETRS89,-1.4880671,53.740161,1.15,not owned by a public authority,yes,not permissioned,,,,,36,,,,36,36,,,,11/07/2016,01/02/2019,129A,433864,427208
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01573,,"""Great George Street - LGI""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01573,ETRS89,-1.5508109,53.802053,4.25,not owned by a public authority,,not permissioned,,,,,329,,,,329,329,,,,11/07/2016,01/02/2019,2028A,429682,434066
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01588,,"""Askets and Boggarts (C), Seacroft""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01588,ETRS89,-1.6288989,53.791732,7.60,owned by a public authority,yes,permissioned,full planning permission,08/10/2015,,,43,Residential development of 128 new dwellings and associated works,,,43,43,,,,11/07/2016,01/02/2019,2147C,424545,432888
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01589,,"""South Parkway and Brooklands, Seacroft""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01589,ETRS89,-1.56851,53.719598,1.55,owned by a public authority,yes,not permissioned,,,,,50,,,,50,50,,,,11/07/2016,01/02/2019,2150A,428572,424885
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01590,,"""South Parkway / Brooklands Avenue""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01590,ETRS89,-1.5648092,53.721391,12.07,owned by a public authority,yes,permissioned,full planning permission,27/07/2017,,,160,"116 dwellings, creation of new public open space and associated highway works",,,160,160,,,,11/07/2016,01/02/2019,2150B,428815,425086
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01591,,"""South Parkway and Brooklands, Seacroft""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01591,ETRS89,-1.3225768,53.912937,96.05,owned by a public authority,yes,not permissioned,,,,,30,,,,30,30,,,,11/07/2016,01/02/2019,2150C,444596,446522
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01621,,"""Land south east of Holt Park Leisure Centre, Holt Park, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01621,ETRS89,-1.5752094,53.713438,2.71,owned by a public authority,yes,not permissioned,,,,,52,,,,52,52,,,,11/07/2016,01/02/2019,3010A,428134,424197
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01895,,"""Former site of The Ancestor, Armley Ridge Road, Armley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01895,ETRS89,-1.6069322,53.811418,0.30,not owned by a public authority,yes,permissioned,full planning permission,11/08/2017,,,14,Six houses and block of eight flats,,,14,14,,,,01/02/2019,01/02/2019,5402,425980,435086
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01896,,"""Former Sunfield Printers, Sun Street, Stanningley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01896,ETRS89,-1.6667907,53.806628,0.21,not owned by a public authority,yes,permissioned,full planning permission,06/07/2017,,,14,Change of use of printers to form 14 residential units with associated landscaping and parking,,,14,14,,,,01/02/2019,01/02/2019,5403,422041,434533
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01898,,"""Greencroft Works, Kirk Lane, Yeadon""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01898,ETRS89,-1.6912015,53.865412,0.58,not owned by a public authority,yes,permissioned,full planning permission,12/09/2017,,,8,"Demolition of existing dwelling, garages and industrial buildings and construction of seven industrial units and eight dwellings",,,8,8,,,,01/02/2019,01/02/2019,5405,420405,441066
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01900,,"""Former Yeoman Public House, Gay Lane""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01900,ETRS89,-1.6904294,53.902053,0.20,not owned by a public authority,yes,permissioned,full planning permission,25/05/2017,,,5,Change of use and alterations of former public house to three flats and two semi detached houses,,,5,5,,,,01/02/2019,01/02/2019,5407,420438,445143
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01901,,"""West Yorkshire Fire And Rescue Service Stonegate Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01901,ETRS89,-1.5373844,53.846609,0.52,not owned by a public authority,yes,permissioned,outline planning permission,20/06/2017,,,12,Outline planning permission for means of access for up to 12 dwellings,,,12,12,,,,01/02/2019,01/02/2019,5408,430534,439029
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01903,,"""178 - 182 Chapeltown Road, Chapeltown""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01903,ETRS89,-1.5307377,53.818451,0.26,not owned by a public authority,yes,permissioned,full planning permission,19/07/2017,,,14,"Demolition of additions and change of use of building to form 14No. Apartments; external alterations including new basement lightwells, new windows and rooflights",,,14,14,,,,01/02/2019,01/02/2019,5410,430992,435899
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01904,,"""Salvation Army Church Hall, Opposite 123 Kirkstall Lane, Kirkstall""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01904,ETRS89,-1.5932444,53.816603,0.26,mixed ownership,yes,permissioned,full planning permission,13/11/2017,,,12,Twelve flats with car parking,,,12,12,,,,01/02/2019,01/02/2019,5411,426878,435668
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01905,,"""Hanover House, 22 - 24 Clarendon Road, Woodhouse""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01905,ETRS89,-1.5589512,53.803314,0.11,not owned by a public authority,yes,permissioned,full planning permission,25/10/2017,,,10,Change of use and alterations of offices to 10 flats,,,10,10,,,,01/02/2019,01/02/2019,5412,429145,434203
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01906,,"""18 East Parade, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01906,ETRS89,-1.5493678,53.799288,0.01,not owned by a public authority,yes,permissioned,full planning permission,06/11/2017,,,5,Change of use and roof top extension to provide 5no. dwellings and a ground and lower ground floor commercial unit (flexible A1/A2/A3/B1(a) use).,,,5,5,,,,01/02/2019,01/02/2019,5413,429779,433759
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01907,,"""Clock Buildings, Roundhay Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01907,ETRS89,-1.5142875,53.818467,0.30,not owned by a public authority,yes,permissioned,determination for permitted development,14/12/2017,,,24,Change of use of offices (class use B1(a)) to 24No residential units (class use C3),,,24,24,,,,01/02/2019,01/02/2019,5414,432075,435908
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01908,,"""Kimberley House, 11 Woodhouse Square, Woodhouse""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01908,ETRS89,-1.5571844,53.800944,0.06,not owned by a public authority,yes,permissioned,determination for permitted development,19/12/2017,,,45,Change of use of offices (B1a) to 45 flats (C3),,,45,45,,,,01/02/2019,01/02/2019,5415,429263,433940
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01910,,"""Lloyds Bank Chambers, Vicar Lane""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01910,ETRS89,-1.5400476,53.799118,0.04,not owned by a public authority,yes,permissioned,full planning permission,17/01/2018,,,14,Change of use of first to fourth floors from offices to 14 residential units,,,14,14,,,,01/02/2019,01/02/2019,5417,430393,433744
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01720,,"""Mary Morris House, 24 Shire Oak Road, Headingley, Leeds, LS6 2DE""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01720,ETRS89,-1.5706066,53.820236,0.50,not owned by a public authority,yes,not permissioned,,,,,10,,,,10,10,,,,19/12/2017,01/02/2019,5241,428366,436081
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01723,,"""60 Upper Basinghall Street, Leeds, LS1 5HR""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01723,ETRS89,-1.5462443,53.798908,0.01,not owned by a public authority,yes,permissioned,determination for permitted development,07/12/2015,,,5,Change of use from offices (class use B1) to five residential units (class use C3),,,5,5,,,,19/12/2017,01/02/2019,5244,429985,433718
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01724,,"""Oak Villa Hotel, 55 Cardigan Road, Headingley, Leeds
LS6 1DW""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01724,ETRS89,-1.5753706,53.814779,0.46,not owned by a public authority,yes,permissioned,full planning permission,01/12/2015,,,10,"Change of use, involving part demolition and extensions of bed and breakfast accommodation to form 10 apartments including the creation of new area of public open space",,,10,10,,,,19/12/2017,01/02/2019,5245,428056,435472
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01725,,"""Oulton Hall, Rothwell Lane, Rothwell, Leeds, LS26 8ZF""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01725,ETRS89,-1.4616003,53.744557,0.23,mixed ownership,yes,permissioned,full planning permission,10/11/2015,,,5,Change of use of first floor warehouse to five flats and alterations including extension,,,5,5,,,,19/12/2017,01/02/2019,5246,435606,427710
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01726,,"""54 Albion Street, Leeds, LS1 6AD""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01726,ETRS89,-1.5448613,53.797635,0.07,not owned by a public authority,yes,permissioned,full planning permission,23/10/2015,,,8,Change of use of second and third floors to form eight apartments with internal and external alterations,,,8,8,,,,19/12/2017,01/02/2019,5247,430077,433577
